UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M
9016,L56195,297.2,308.1,1431,49.7,210,1,0,1,0
9017,L56196,297.3,308.2,1396,52.7,212,1,0,1,0
9018,M23877,297.3,308.1,1369,52.0,214,0,0,0,1
9019,L56198,297.3,308.1,1615,35.4,217,1,0,1,0
9020,L56199,297.2,308.1,1662,31.3,0,0,0,1,0
9021,L56200,297.3,308.2,1553,33.5,2,0,0,1,0
9022,M23881,297.4,308.2,1536,34.6,4,0,0,0,1
9023,L56202,297.4,308.3,1548,46.6,7,0,0,1,0
9024,L56203,297.4,308.3,1706,30.9,9,0,0,1,0
9025,L56204,297.4,308.3,1366,45.5,11,0,0,1,0
9026,L56205,297.5,308.4,1440,35.9,13,0,0,1,0
9027,M23886,297.5,308.4,1685,28.1,15,0,0,0,1
9028,M23887,297.4,308.3,1444,44.0,18,0,0,0,1
9029,L56208,297.4,308.3,1395,48.7,21,0,0,1,0
9030,L56209,297.4,308.3,1483,38.8,23,0,0,1,0
9031,M23890,297.5,308.4,1403,44.3,25,0,0,0,1
9032,H38445,297.5,308.4,1793,23.9,28,0,1,0,0
9033,L56212,297.4,308.3,1723,28.8,33,0,0,1,0
9034,L56213,297.4,308.2,1386,41.0,35,0,0,1,0
9035,H38448,297.4,308.2,1585,46.2,37,0,1,0,0
9036,M23895,297.3,308.1,1731,27.7,42,0,0,0,1
9037,L56216,297.3,308.3,1519,37.7,45,0,0,1,0
9038,L56217,297.3,308.2,1896,24.4,47,0,0,1,0
9039,L56218,297.3,308.3,2358,14.9,49,0,0,1,0
9040,M23899,297.3,308.3,1341,51.9,51,0,0,0,1
9041,L56220,297.3,308.3,1550,37.0,54,0,0,1,0
9042,L56221,297.3,308.3,1309,61.5,56,0,0,1,0
9043,M23902,297.3,308.4,1599,32.9,58,0,0,0,1
9044,L56223,297.4,308.4,1343,40.0,61,0,0,1,0
9045,L56224,297.4,308.4,1378,39.9,63,0,0,1,0
9046,L56225,297.4,308.4,1603,34.6,65,0,0,1,0
9047,L56226,297.4,308.4,1664,28.1,67,0,0,1,0
9048,L56227,297.3,308.4,1488,37.4,69,0,0,1,0
9049,M23908,297.3,308.4,1370,50.5,71,0,0,0,1
9050,L56229,297.3,308.5,1545,34.3,74,0,0,1,0
9051,M23910,297.4,308.5,1566,31.4,76,0,0,0,1
9052,L56231,297.4,308.6,1820,24.6,79,0,0,1,0
9053,M23912,297.4,308.6,1901,22.1,81,0,0,0,1
9054,M23913,297.4,308.5,1638,32.2,84,0,0,0,1
9055,M23914,297.3,308.4,1521,38.2,87,0,0,0,1
9056,H38469,297.3,308.4,1864,23.1,90,0,1,0,0
9057,L56236,297.3,308.3,1430,41.9,95,0,0,1,0
9058,M23917,297.3,308.4,1686,34.5,97,0,0,0,1
9059,M23918,297.2,308.3,1326,57.2,100,0,0,0,1
9060,L56239,297.2,308.3,1805,25.6,103,0,0,1,0
9061,H38474,297.2,308.3,1453,45.8,105,0,1,0,0
9062,M23921,297.2,308.4,1863,26.0,110,0,0,0,1
9063,L56242,297.2,308.3,1576,35.3,113,0,0,1,0
9064,L56243,297.2,308.3,1419,39.7,115,0,0,1,0
9065,L56244,297.2,308.4,1833,25.2,117,0,0,1,0
9066,H38479,297.2,308.4,2182,17.3,119,0,1,0,0
9067,L56246,297.2,308.3,1656,30.3,124,0,0,1,0
9068,L56247,297.1,308.2,1351,56.6,126,0,0,1,0
9069,H38482,297.1,308.2,1790,30.3,128,0,1,0,0
9070,M23929,297.2,308.2,1678,28.1,133,0,0,0,1
9071,L56250,297.1,308.2,1427,45.2,136,0,0,1,0
9072,L56251,297.0,308.1,1429,54.0,138,0,0,1,0
9073,H38486,297.2,308.1,1770,27.2,140,0,1,0,0
9074,L56253,297.2,308.1,1689,31.2,145,0,0,1,0
9075,M23934,297.2,308.1,1554,41.3,147,0,0,0,1
9076,L56255,297.3,308.1,1506,36.0,150,0,0,1,0
9077,L56256,297.2,308.1,1474,44.3,152,0,0,1,0
9078,L56257,297.3,308.1,1762,26.1,154,0,0,1,0
9079,L56258,297.3,308.1,1566,35.7,156,0,0,1,0
9080,H38493,297.3,308.1,1554,42.4,158,0,1,0,0
9081,L56260,297.2,308.0,1869,25.4,163,0,0,1,0
9082,L56261,297.3,308.0,1527,35.1,165,0,0,1,0
9083,L56262,297.2,307.9,1309,49.6,167,0,0,1,0
9084,M23943,297.2,307.9,1541,35.7,169,0,0,0,1
9085,L56264,297.2,307.9,1326,75.4,172,1,0,1,0
9086,H38499,297.1,307.9,1365,54.0,174,0,1,0,0
9087,L56266,297.1,307.8,1428,43.7,179,0,0,1,0
9088,L56267,297.1,307.8,1681,27.6,181,0,0,1,0
9089,M23948,297.1,307.9,1662,26.9,183,0,0,0,1
9090,L56269,297.2,307.9,1989,20.3,186,0,0,1,0
9091,M23950,297.2,307.9,1747,29.0,188,0,0,0,1
9092,M23951,297.2,308.0,1765,31.1,191,0,0,0,1
9093,L56272,297.3,308.1,1568,34.4,194,0,0,1,0
9094,M23953,297.3,308.1,1709,30.6,196,0,0,0,1
9095,M23954,297.3,308.1,1370,58.8,199,0,0,0,1
9096,L56275,297.3,308.1,1458,45.7,202,0,0,1,0
9097,L56276,297.2,308.1,1712,30.9,204,0,0,1,0
9098,L56277,297.3,308.1,1642,36.9,206,0,0,1,0
9099,L56278,297.3,308.1,1468,49.8,0,0,0,1,0
9100,H38513,297.3,308.1,1477,52.3,2,0,1,0,0
9101,L56280,297.3,308.2,1446,53.5,7,0,0,1,0
9102,H38515,297.3,308.2,1653,31.4,9,0,1,0,0
9103,L56282,297.3,308.3,1494,38.2,14,0,0,1,0
9104,L56283,297.3,308.2,1490,41.0,16,0,0,1,0
9105,M23964,297.4,308.3,1550,47.8,18,0,0,0,1
9106,M23965,297.3,308.2,1677,34.9,21,0,0,0,1
9107,L56286,297.4,308.3,1854,21.8,24,0,0,1,0
9108,M23967,297.5,308.5,1662,30.3,26,0,0,0,1
9109,M23968,297.5,308.6,1440,38.8,29,0,0,0,1
9110,L56289,297.5,308.6,1513,39.7,32,0,0,1,0
9111,M23970,297.6,308.6,1389,49.0,34,0,0,0,1
9112,L56291,297.6,308.6,1351,51.0,37,0,0,1,0
9113,M23972,297.6,308.6,1482,38.3,39,0,0,0,1
9114,L56293,297.6,308.6,1744,28.5,42,0,0,1,0
9115,L56294,297.6,308.7,1476,39.0,44,0,0,1,0
9116,M23975,297.6,308.6,1444,48.2,46,0,0,0,1
9117,H38530,297.6,308.7,1659,32.1,49,0,1,0,0
9118,M23977,297.6,308.7,1475,46.6,54,0,0,0,1
9119,L56298,297.6,308.6,1526,42.1,57,0,0,1,0
9120,M23979,297.4,308.4,1675,29.5,59,0,0,0,1
9121,L56300,297.4,308.4,1525,38.7,62,0,0,1,0
9122,L56301,297.3,308.3,1396,45.9,64,0,0,1,0
9123,L56302,297.4,308.4,1580,41.2,66,0,0,1,0
9124,L56303,297.4,308.5,1462,42.8,68,0,0,1,0
9125,L56304,297.4,308.4,1426,50.4,70,0,0,1,0
9126,L56305,297.4,308.5,1569,34.2,72,0,0,1,0
9127,L56306,297.4,308.5,1477,40.7,74,0,0,1,0
9128,L56307,297.4,308.5,1761,27.2,76,0,0,1,0
9129,M23988,297.5,308.6,1486,45.9,78,0,0,0,1
9130,L56309,297.6,308.6,1664,30.1,81,0,0,1,0
9131,L56310,297.6,308.6,1576,32.7,83,0,0,1,0
9132,H38545,297.6,308.6,1463,46.7,85,0,1,0,0
9133,M23992,297.6,308.6,1585,42.0,90,0,0,0,1
9134,L56313,297.7,308.7,1479,45.7,93,0,0,1,0
9135,L56314,297.7,308.7,1449,40.2,95,0,0,1,0
9136,H38549,297.7,308.8,1404,50.3,97,0,1,0,0
9137,L56316,297.7,308.7,1694,29.1,102,0,0,1,0
9138,L56317,297.7,308.7,1731,28.4,104,0,0,1,0
9139,L56318,297.6,308.6,1522,37.0,106,0,0,1,0
9140,L56319,297.5,308.5,1536,36.9,108,0,0,1,0
9141,L56320,297.5,308.5,1373,39.9,110,0,0,1,0
9142,L56321,297.5,308.5,1597,36.4,112,0,0,1,0
9143,L56322,297.6,308.5,1678,34.2,114,0,0,1,0
9144,L56323,297.6,308.5,1452,42.6,116,0,0,1,0
9145,M24004,297.5,308.5,1447,41.6,118,0,0,0,1
9146,L56325,297.6,308.5,1574,37.1,121,0,0,1,0
9147,L56326,297.6,308.6,1528,40.0,123,0,0,1,0
9148,L56327,297.7,308.7,1688,27.2,125,0,0,1,0
9149,L56328,297.6,308.6,1393,40.4,127,0,0,1,0
9150,M24009,297.5,308.6,1429,50.5,129,0,0,0,1
9151,M24010,297.5,308.6,1347,57.0,132,0,0,0,1
9152,L56331,297.6,308.6,1553,40.5,135,0,0,1,0
9153,L56332,297.5,308.6,1260,53.6,137,0,0,1,0
9154,L56333,297.5,308.6,1546,33.8,139,0,0,1,0
9155,L56334,297.5,308.6,1596,36.0,141,0,0,1,0
9156,L56335,297.5,308.5,1340,57.4,143,0,0,1,0
9157,M24016,297.5,308.4,1369,54.8,145,0,0,0,1
9158,L56337,297.5,308.5,1462,52.3,148,0,0,1,0
9159,H38572,297.4,308.4,1487,46.2,150,0,1,0,0
9160,M24019,297.5,308.6,1510,35.5,155,0,0,0,1
9161,H38574,297.5,308.5,1671,28.0,158,0,1,0,0
9162,M24021,297.5,308.5,1612,30.0,163,0,0,0,1
9163,M24022,297.6,308.6,1509,39.7,166,0,0,0,1
9164,L56343,297.6,308.6,1415,47.3,169,0,0,1,0
9165,L56344,297.6,308.6,2384,14.4,171,0,0,1,0
9166,L56345,297.6,308.6,1326,62.4,173,0,0,1,0
9167,M24026,297.6,308.6,1390,53.4,175,0,0,0,1
9168,M24027,297.6,308.7,1392,41.2,178,0,0,0,1
9169,H38582,297.6,308.8,1385,44.4,181,0,1,0,0
9170,L56349,297.7,308.8,1896,24.5,186,0,0,1,0
9171,L56350,297.7,308.7,1474,46.8,188,0,0,1,0
9172,M24031,297.7,308.8,1388,45.6,190,0,0,0,1
9173,L56352,297.7,308.9,1715,27.2,193,0,0,1,0
9174,H38587,297.8,308.9,1650,32.2,195,0,1,0,0
9175,L56354,297.8,308.9,1871,25.6,200,1,0,1,0
9176,L56355,297.8,309.0,1403,64.2,0,1,0,1,0
9177,L56356,297.8,308.9,1518,40.4,2,0,0,1,0
9178,L56357,297.9,309.1,1504,43.0,4,0,0,1,0
9179,L56358,297.8,309.0,1340,56.9,6,0,0,1,0
9180,H38593,297.9,309.1,1435,44.7,8,0,1,0,0
9181,L56360,297.9,309.1,1507,36.9,13,0,0,1,0
9182,L56361,297.9,309.1,1521,36.1,15,0,0,1,0
9183,M24042,297.8,309.0,1576,45.0,17,0,0,0,1
9184,L56363,297.9,309.1,1543,36.6,20,0,0,1,0
9185,L56364,298.0,309.2,1665,36.6,22,0,0,1,0
9186,L56365,297.9,309.1,1442,50.3,24,0,0,1,0
9187,L56366,297.9,309.0,1629,29.0,26,0,0,1,0
9188,L56367,297.9,309.0,1379,47.3,28,0,0,1,0
9189,L56368,297.9,309.0,1502,40.2,30,0,0,1,0
9190,L56369,297.9,309.1,1595,32.0,32,0,0,1,0
9191,M24050,298.0,309.0,1439,38.5,34,0,0,0,1
9192,M24051,297.9,309.0,1970,21.6,37,0,0,0,1
9193,L56372,297.9,309.0,1562,35.8,40,0,0,1,0
9194,M24053,297.9,309.0,1530,40.9,42,0,0,0,1
9195,L56374,297.9,308.9,1393,40.6,45,0,0,1,0
9196,L56375,297.9,309.0,1532,37.6,47,0,0,1,0
9197,L56376,298.0,308.9,1607,37.7,49,0,0,1,0
9198,M24057,297.9,308.8,1469,49.0,51,0,0,0,1
9199,M24058,297.9,308.8,1538,37.6,54,0,0,0,1
9200,L56379,297.9,308.8,1613,31.4,57,0,0,1,0
9201,M24060,297.9,308.8,1602,32.1,59,0,0,0,1
9202,L56381,297.8,308.7,1404,44.2,62,0,0,1,0
9203,L56382,297.8,308.8,1548,36.9,64,0,0,1,0
9204,L56383,297.8,308.8,1559,35.2,66,0,0,1,0
9205,L56384,297.8,308.8,1621,36.1,68,0,0,1,0
9206,L56385,297.8,308.8,1579,32.9,70,0,0,1,0
9207,M24066,297.9,308.9,1547,44.0,72,0,0,0,1
9208,L56387,297.9,308.8,1386,48.6,75,0,0,1,0
9209,L56388,298.0,308.9,1406,40.9,77,0,0,1,0
9210,M24069,298.0,309.0,1393,55.9,79,0,0,0,1
9211,M24070,297.9,309.0,2456,13.9,82,0,0,0,1
9212,M24071,298.0,309.0,1409,49.1,85,0,0,0,1
9213,L56392,298.0,308.9,1390,53.9,88,0,0,1,0
9214,L56393,298.0,309.0,1679,32.4,90,0,0,1,0
9215,L56394,298.0,308.9,1508,37.1,92,0,0,1,0
9216,L56395,297.9,308.8,1681,31.7,94,0,0,1,0
9217,H38630,297.7,308.8,1469,43.7,96,0,1,0,0
9218,L56397,297.8,308.8,1421,49.6,101,0,0,1,0
9219,L56398,297.7,308.8,1354,50.2,103,0,0,1,0
9220,M24079,297.7,308.8,1350,57.0,105,0,0,0,1
9221,L56400,297.8,308.9,1282,58.1,108,0,0,1,0
9222,M24081,297.8,309.0,1675,30.0,110,0,0,0,1
9223,M24082,297.9,309.0,1525,38.5,113,0,0,0,1
9224,L56403,297.9,309.0,1382,43.9,116,0,0,1,0
9225,L56404,297.9,309.0,1450,46.8,118,0,0,1,0
9226,L56405,298.0,309.1,1820,23.6,120,0,0,1,0
9227,L56406,298.0,309.1,1822,23.5,122,0,0,1,0
9228,L56407,298.0,309.1,1473,44.3,124,0,0,1,0
9229,M24088,298.1,309.1,1572,37.5,126,0,0,0,1
9230,M24089,298.1,309.0,2042,17.8,129,0,0,0,1
9231,L56410,298.2,309.2,1922,22.6,132,0,0,1,0
9232,L56411,298.2,309.1,1539,36.5,134,0,0,1,0
9233,L56412,298.2,309.1,1350,52.0,136,0,0,1,0
9234,L56413,298.3,309.1,1403,45.1,138,0,0,1,0
9235,L56414,298.3,309.1,1904,20.3,140,0,0,1,0
9236,M24095,298.2,308.9,1592,35.2,142,0,0,0,1
9237,L56416,298.1,308.7,1556,31.6,145,0,0,1,0
9238,M24097,298.1,308.8,1811,25.4,147,0,0,0,1
9239,M24098,298.2,308.8,1456,41.2,150,0,0,0,1
9240,H38653,298.2,308.8,1436,51.9,153,0,1,0,0
9241,M24100,298.1,308.7,1362,49.6,158,0,0,0,1
9242,L56421,298.1,308.7,1683,29.1,161,0,0,1,0
9243,M24102,298.2,308.7,1269,60.9,163,0,0,0,1
9244,L56423,298.3,308.8,1454,49.0,166,0,0,1,0
9245,L56424,298.3,308.8,1767,27.3,168,0,0,1,0
9246,L56425,298.3,308.9,1708,27.3,170,0,0,1,0
9247,L56426,298.3,308.9,1862,27.0,172,0,0,1,0
9248,L56427,298.3,308.9,1695,30.7,174,0,0,1,0
9249,M24108,298.3,309.1,1488,40.6,176,0,0,0,1
9250,L56429,298.3,309.0,1657,32.2,179,0,0,1,0
9251,H38664,298.3,309.0,1823,25.9,181,0,1,0,0
9252,M24111,298.2,309.1,1651,28.8,186,0,0,0,1
9253,M24112,298.1,309.0,1533,36.1,189,0,0,0,1
9254,M24113,298.2,309.0,1508,40.5,192,0,0,0,1
9255,L56434,298.3,309.1,1616,31.1,195,0,0,1,0
9256,L56435,298.2,309.0,1651,31.5,197,0,0,1,0
9257,L56436,298.2,309.1,1569,35.2,199,0,0,1,0
9258,M24117,298.3,309.1,1296,58.7,201,0,0,0,1
9259,H38672,298.3,309.0,1379,43.2,0,0,1,0,0
9260,M24119,298.2,309.0,1694,28.0,5,0,0,0,1
9261,L56440,298.2,309.0,1377,57.8,8,0,0,1,0
9262,H38675,298.3,309.0,1470,38.4,10,0,1,0,0
9263,M24122,298.3,309.1,1404,47.0,15,0,0,0,1
9264,L56443,298.3,309.1,1593,40.1,18,0,0,1,0
9265,M24124,298.3,309.0,1526,36.9,20,0,0,0,1
9266,M24125,298.3,308.9,1390,49.7,23,0,0,0,1
9267,L56446,298.2,308.9,1737,25.5,26,0,0,1,0
9268,L56447,298.2,308.8,1362,57.3,28,0,0,1,0
9269,L56448,298.2,308.8,1666,31.5,30,0,0,1,0
9270,L56449,298.2,308.8,1354,60.9,32,0,0,1,0
9271,L56450,298.2,308.8,1302,60.4,34,0,0,1,0
9272,L56451,298.2,308.7,1991,20.5,36,0,0,1,0
9273,L56452,298.2,308.6,1353,54.1,38,0,0,1,0
9274,H38687,298.2,308.7,1520,35.7,40,0,1,0,0
9275,L56454,298.2,308.7,1428,54.9,45,0,0,1,0
9276,L56455,298.2,308.7,1605,29.4,47,0,0,1,0
9277,L56456,298.1,308.7,1691,30.3,49,0,0,1,0
9278,L56457,298.2,308.7,1447,48.4,51,0,0,1,0
9279,H38692,298.2,308.8,1606,39.9,53,0,1,0,0
9280,M24139,298.2,308.8,1645,28.2,58,0,0,0,1
9281,H38694,298.2,308.8,1470,43.3,61,0,1,0,0
9282,L56461,298.2,308.9,1336,45.0,66,0,0,1,0
9283,M24142,298.2,308.9,1414,44.3,68,0,0,0,1
9284,M24143,298.3,309.0,1802,27.5,71,0,0,0,1
9285,L56464,298.2,308.9,1683,31.7,74,0,0,1,0
9286,M24145,298.2,309.0,1410,47.6,76,0,0,0,1
9287,L56466,298.2,308.9,1605,32.0,79,0,0,1,0
9288,L56467,298.2,308.9,1709,28.1,81,0,0,1,0
9289,L56468,298.2,308.9,1444,53.1,83,0,0,1,0
9290,L56469,298.2,308.9,1367,45.0,85,0,0,1,0
9291,L56470,298.2,309.0,1418,44.2,87,0,0,1,0
9292,L56471,298.2,309.0,1353,57.8,89,0,0,1,0
9293,L56472,298.2,309.0,1643,34.1,91,0,0,1,0
9294,L56473,298.3,309.1,1437,38.0,93,0,0,1,0
9295,L56474,298.1,309.0,1437,36.2,95,0,0,1,0
9296,M24155,298.2,309.0,1413,47.9,97,0,0,0,1
9297,H38710,298.2,309.0,1524,39.1,100,0,1,0,0
9298,M24157,298.1,308.9,1479,43.4,105,0,0,0,1
9299,L56478,298.1,308.9,1313,50.6,108,0,0,1,0
9300,M24159,298.1,308.9,1335,50.4,110,0,0,0,1
9301,L56480,298.1,308.9,1367,41.9,113,0,0,1,0
9302,M24161,298.1,308.9,1459,50.3,115,0,0,0,1
9303,M24162,298.1,308.9,1804,25.1,118,0,0,0,1
9304,L56483,298.2,309.0,1491,38.3,121,0,0,1,0
9305,L56484,298.3,309.1,1537,43.0,123,0,0,1,0
9306,H38719,298.3,309.1,1646,30.2,125,0,1,0,0
9307,M24166,298.3,309.2,1783,28.3,130,0,0,0,1
9308,L56487,298.3,309.1,1395,49.8,133,0,0,1,0
9309,L56488,298.4,309.1,1423,48.0,135,0,0,1,0
9310,L56489,298.3,309.2,1562,37.6,137,0,0,1,0
9311,L56490,298.4,309.3,1549,40.8,139,0,0,1,0
9312,L56491,298.4,309.4,1540,43.2,141,0,0,1,0
9313,H38726,298.5,309.4,1573,33.6,143,0,1,0,0
9314,L56493,298.5,309.4,1418,45.1,148,0,0,1,0
9315,M24174,298.5,309.4,1565,33.7,150,0,0,0,1
9316,L56495,298.5,309.5,1569,41.0,153,0,0,1,0
9317,H38730,298.5,309.4,1417,41.2,155,0,1,0,0
9318,L56497,298.5,309.5,1480,38.1,160,0,0,1,0
9319,L56498,298.5,309.4,1364,44.5,162,0,0,1,0
9320,L56499,298.5,309.4,1911,21.5,164,0,0,1,0
9321,L56500,298.4,309.3,1409,43.1,166,0,0,1,0
9322,L56501,298.4,309.2,1335,53.5,168,0,0,1,0
9323,M24182,298.5,309.3,1512,38.1,170,0,0,0,1
9324,L56503,298.6,309.4,1447,40.2,173,0,0,1,0
9325,L56504,298.6,309.3,1537,37.6,175,0,0,1,0
9326,M24185,298.6,309.3,1510,40.8,177,0,0,0,1
9327,L56506,298.6,309.3,1677,31.2,180,0,0,1,0
9328,L56507,298.5,309.2,1504,33.7,182,0,0,1,0
9329,H38742,298.5,309.1,2051,19.0,184,0,1,0,0
9330,L56509,298.5,309.1,1474,41.3,189,0,0,1,0
9331,M24190,298.4,309.0,1507,36.1,191,0,0,0,1
9332,L56511,298.4,308.9,1496,37.9,194,0,0,1,0
9333,M24192,298.5,309.0,1921,22.0,196,0,0,0,1
9334,L56513,298.5,309.0,1450,40.5,199,0,0,1,0
9335,L56514,298.4,308.9,1402,44.8,201,0,0,1,0
9336,L56515,298.4,308.9,1501,50.0,203,0,0,1,0
9337,L56516,298.5,308.9,1725,31.9,205,0,0,1,0
9338,H38751,298.5,308.9,1500,40.3,207,0,1,0,0
9339,H38752,298.5,309.0,1531,30.8,212,0,1,0,0
9340,L56519,298.5,309.0,1458,44.8,217,0,0,1,0
9341,H38754,298.4,308.9,1577,37.1,0,0,1,0,0
9342,M24201,298.3,308.9,1363,46.1,5,0,0,0,1
9343,H38756,298.3,308.9,1706,31.8,8,0,1,0,0
9344,M24203,298.3,308.8,1391,50.4,13,0,0,0,1
9345,L56524,298.2,308.8,1616,33.7,16,0,0,1,0
9346,L56525,298.2,308.8,1442,47.0,18,0,0,1,0
9347,M24206,298.2,308.8,1626,40.4,20,0,0,0,1
9348,M24207,298.2,308.7,1426,42.6,23,0,0,0,1
9349,L56528,298.2,308.7,1436,49.1,26,0,0,1,0
9350,M24209,298.2,308.7,1599,36.2,28,0,0,0,1
9351,L56530,298.2,308.7,2186,17.8,31,0,0,1,0
9352,L56531,298.3,308.8,1645,30.4,33,0,0,1,0
9353,L56532,298.2,308.7,1780,27.9,35,0,0,1,0
9354,L56533,298.2,308.8,1345,44.3,37,0,0,1,0
9355,M24214,298.2,308.8,1607,31.9,39,0,0,0,1
9356,L56535,298.3,308.9,1708,28.0,42,0,0,1,0
9357,L56536,298.3,308.9,1270,52.7,44,0,0,1,0
9358,M24217,298.3,308.9,1646,25.4,46,0,0,0,1
9359,L56538,298.2,308.7,1407,45.1,49,0,0,1,0
9360,M24219,298.1,308.7,1581,47.4,51,0,0,0,1
9361,L56540,298.0,308.6,1532,42.6,54,0,0,1,0
9362,L56541,298.0,308.6,1610,33.1,56,0,0,1,0
9363,M24222,298.0,308.5,1682,33.0,58,0,0,0,1
9364,L56543,297.9,308.5,1519,34.3,61,0,0,1,0
9365,L56544,297.9,308.5,1683,28.5,63,0,0,1,0
9366,M24225,298.0,308.6,1254,55.8,65,0,0,0,1
9367,L56546,298.0,308.5,1461,48.0,68,0,0,1,0
9368,L56547,297.9,308.5,1472,45.1,70,0,0,1,0
9369,L56548,297.7,308.4,1510,38.6,72,0,0,1,0
9370,M24229,297.7,308.3,1547,36.8,74,0,0,0,1
9371,H38784,297.7,308.4,1418,51.9,77,0,1,0,0
9372,L56551,297.7,308.4,1289,51.3,82,0,0,1,0
9373,L56552,297.7,308.4,1487,41.4,84,0,0,1,0
9374,L56553,297.7,308.5,1453,45.5,86,0,0,1,0
9375,M24234,297.8,308.5,1466,44.7,88,0,0,0,1
9376,H38789,297.7,308.4,1288,49.5,91,0,1,0,0
9377,H38790,297.7,308.4,1738,27.7,96,0,1,0,0
9378,H38791,297.7,308.3,1488,41.0,101,0,1,0,0
9379,L56558,297.6,308.3,1816,28.8,106,0,0,1,0
9380,L56559,297.5,308.2,1419,48.5,108,0,0,1,0
9381,L56560,297.4,308.1,1435,45.7,110,0,0,1,0
9382,M24241,297.5,308.1,1480,42.4,112,0,0,0,1
9383,L56562,297.5,308.2,1610,33.6,115,0,0,1,0
9384,H38797,297.5,308.1,1548,38.2,117,0,1,0,0
9385,M24244,297.6,308.1,1379,57.4,122,0,0,0,1
9386,M24245,297.5,308.1,1907,23.5,125,0,0,0,1
9387,M24246,297.5,308.0,2033,16.7,128,0,0,0,1
9388,H38801,297.4,307.9,1390,52.0,131,0,1,0,0
9389,M24248,297.5,307.9,1544,37.9,136,0,0,0,1
9390,L56569,297.6,308.0,1258,57.4,139,0,0,1,0
9391,M24250,297.5,308.0,1560,39.0,141,0,0,0,1
9392,H38805,297.6,308.2,2071,18.5,144,0,1,0,0
9393,L56572,297.6,308.1,1437,46.3,149,0,0,1,0
9394,H38807,297.7,308.2,1489,43.0,151,0,1,0,0
9395,L56574,297.7,308.2,1334,53.0,156,0,0,1,0
9396,L56575,297.7,308.2,1500,39.9,158,0,0,1,0
9397,L56576,297.8,308.3,1498,47.3,160,0,0,1,0
9398,M24257,297.7,308.2,1370,53.4,162,0,0,0,1
9399,H38812,297.7,308.2,1526,40.1,165,0,1,0,0
9400,L56579,297.8,308.3,1477,44.8,170,0,0,1,0
9401,L56580,297.7,308.2,1446,43.9,172,0,0,1,0
9402,M24261,297.7,308.2,1720,25.6,174,0,0,0,1
9403,L56582,297.7,308.1,1734,30.7,177,0,0,1,0
9404,L56583,297.7,308.1,1697,29.1,179,0,0,1,0
9405,L56584,297.7,308.2,2007,19.3,181,0,0,1,0
9406,M24265,297.7,308.1,1469,48.8,183,0,0,0,1
9407,M24266,297.7,308.1,2189,15.6,186,0,0,0,1
9408,L56587,297.8,308.3,1435,50.1,189,0,0,1,0
9409,H38822,297.9,308.4,1637,34.5,191,0,1,0,0
9410,L56589,298.0,308.5,1664,28.3,196,0,0,1,0
9411,M24270,298.0,308.5,1666,31.0,198,0,0,0,1
9412,L56591,298.0,308.5,1404,46.6,201,0,0,1,0
9413,L56592,298.0,308.5,1702,26.7,203,0,0,1,0
9414,L56593,298.1,308.6,1439,44.9,205,0,0,1,0
9415,L56594,298.1,308.6,1354,53.9,207,1,0,1,0
9416,M24275,298.2,308.7,1361,44.2,0,0,0,0,1
9417,M24276,298.1,308.5,1463,45.9,3,0,0,0,1
9418,H38831,298.1,308.4,1515,43.8,6,0,1,0,0
9419,L56598,298.0,308.4,1432,46.2,11,0,0,1,0
9420,L56599,298.0,308.4,1911,22.0,13,0,0,1,0
9421,L56600,298.0,308.4,1472,42.0,15,0,0,1,0
9422,M24281,298.1,308.5,1382,54.5,17,0,0,0,1
9423,L56602,298.1,308.5,1665,29.6,20,0,0,1,0
9424,L56603,298.1,308.5,1676,30.5,22,0,0,1,0
9425,M24284,298.0,308.5,1585,33.0,24,0,0,0,1
9426,M24285,298.1,308.6,1415,46.3,27,0,0,0,1
9427,L56606,298.1,308.7,1341,55.7,30,0,0,1,0
9428,L56607,298.2,308.8,1540,34.8,32,0,0,1,0
9429,H38842,298.2,308.8,1837,28.4,34,0,1,0,0
9430,L56609,298.2,308.8,1498,36.0,39,0,0,1,0
9431,L56610,298.1,308.7,1671,28.8,41,0,0,1,0
9432,L56611,298.0,308.6,1430,57.0,43,0,0,1,0
9433,L56612,298.0,308.7,1619,40.1,45,0,0,1,0
9434,M24293,298.0,308.7,1430,51.9,47,0,0,0,1
9435,L56614,298.0,308.6,1626,33.3,50,0,0,1,0
9436,L56615,298.0,308.7,1443,49.3,52,0,0,1,0
9437,L56616,298.0,308.6,1481,42.5,54,0,0,1,0
9438,M24297,298.1,308.7,1527,43.0,56,0,0,0,1
9439,M24298,298.1,308.7,1315,56.8,59,0,0,0,1
9440,M24299,298.1,308.8,1433,48.2,62,0,0,0,1
9441,M24300,298.1,308.8,1378,53.5,65,0,0,0,1
9442,L56621,298.1,308.8,1432,43.4,68,0,0,1,0
9443,M24302,298.1,308.8,1394,47.9,70,0,0,0,1
9444,H38857,298.0,308.8,1411,53.8,73,0,1,0,0
9445,L56624,298.1,308.9,2136,15.9,78,0,0,1,0
9446,M24305,298.2,309.0,1446,45.8,80,0,0,0,1
9447,H38860,298.1,308.9,1388,53.5,83,0,1,0,0
9448,M24307,298.1,308.9,1323,51.7,88,0,0,0,1
9449,L56628,298.2,309.0,1780,29.3,91,0,0,1,0
9450,M24309,298.1,308.8,1434,41.8,93,0,0,0,1
